ad,marka,fiyat,indirimli_fiyat,indirim_orani,url,kategori,site,zaman
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","6999.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26sfd690918-5637145326","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","6999.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd690918-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej deri sneaker","Derimod","7499.99","","0.0","https://derimod.com.tr/products/erkek-siyah-deri-sneaker-26sfd691218-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert deri sneaker","Derimod","7499.99","","0.0","https://derimod.com.tr/products/erkek-siyah-deri-sneaker-26sfd691218-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek siyah bağcıklı kalın tabanlı kumaş sneaker","Derimod","6299.99","","0.0","https://derimod.com.tr/products/derimod-zero-erkek-bej-bagcikli-kalin-tabanli-kumas-sneaker-26sfd69156f-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek siyah bağcıklı kalın tabanlı kumaş sneaker","Derimod","3999.99","","0.0","https://derimod.com.tr/products/derimod-zero-erkek-siyah-bagcikli-kalin-tabanli-kumas-sneaker-26sfd69166f-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek gri bağcıklı kalın tabanlı kumaş sneaker","Derimod","4799.99","","0.0","https://derimod.com.tr/products/derimod-zero-erkek-siyah-bagcikli-kalin-tabanli-kumas-sneaker-26sfd69446f-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah kalın tabanlı bağcıklı sneaker","Derimod","3999.99","","0.0","https://derimod.com.tr/products/erkek-lacivert-kalin-tabanli-bagcikli-sneaker-26sfd696514-5637145413","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek gri kalın tabanlı bağcıklı deri sneaker","Derimod","3999.99","","0.0","https://derimod.com.tr/products/erkek-siyah-kalin-tabanli-bagcikli-deri-sneaker-26sfd696814-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","5499.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-26sfd631718-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert bağcıklı kalın tabanlı süet deri sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/erkek-lacivert-bagcikli-kalin-tabanli-suet-deri-sneaker-26sfd765310-5637145413","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Skechers erkek siyah uno court bağcıklı kalın tabanlı sneaker","Derimod","5499.0","","0.0","https://derimod.com.tr/products/skechers-erkek-siyah-uno-court-bagcikli-kalin-tabanli-sneaker-183145-blk","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Skechers erkek bej bobs squad 4 bağcıklı kalın tabanlı kumaş sneaker","Derimod","4999.0","","0.0","https://derimod.com.tr/products/skechers-erkek-bej-bobs-squad-4-bagcikli-kalin-tabanli-kumas-sneaker-118423-tpe","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Skechers erkek siyah gervin deri sneaker","Derimod","5899.0","","0.0","https://derimod.com.tr/products/skechers-erkek-siyah-gervin-deri-sneaker-205046-bbk","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Skechers erkek kahverengi garza-reardon spor sneaker","Derimod","4999.0","","0.0","https://derimod.com.tr/products/skechers-erkek-kahverengi-garza-reardon-spor-sneaker-204907-brn","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Skechers erkek lacivert bounder 2.0 - emerged sneaker","Derimod","4999.0","","0.0","https://derimod.com.tr/products/skechers-erkek-lacivert-bounder-20-emerged-sneaker-232459-nvy","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri casual sneaker","Derimod","4499.99","3599.99","20.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-casual-sneaker-25wfd674918-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı deri sneaker","Derimod","4799.99","2499.99","47.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd642318-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri casual sneaker","Derimod","5499.99","4399.99","20.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-casual-sneaker-25wfd6417ft-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","7499.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-25wfd693418-5637145326","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert bağcıklı kalın tabanlı deri sneaker","Derimod","5499.99","3099.99","43.6","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-25sfd603718","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4199.99","2999.99","28.6","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd6300ft","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","6799.99","5449.99","19.9","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-deri-sneaker-25wfd677314-5637145360","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı deri sneaker","Derimod","6799.99","5449.99","19.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25wfd677314-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek haki bağcıklı deri casual sneaker","Derimod","5999.99","3799.99","36.7","https://derimod.com.tr/products/erkek-gri-bagcikli-deri-casual-sneaker-25sfd795114","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek vizon bağcıklı nubuk deri casual ayakkabı","Derimod","4799.99","3099.99","35.4","https://derimod.com.tr/products/erkek-gri-bagcikli-nubuk-deri-casual-ayakkabi-25sfd6413v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı deri sneaker","Derimod","4999.99","3399.99","32.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd640014","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı kalın tabanlı deri casual sneaker","Derimod","6499.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-casual-sneaker-25wfd676618-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5499.99","3099.99","43.6","https://derimod.com.tr/products/erkek-lacivert-bagcikli-kalin-tabanli-deri-sneaker-25sfd603718","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı kalın tabanlı nubuk deri sneaker","Derimod","4999.99","3699.99","26.0","https://derimod.com.tr/products/erkek-yesil-bagcikli-kalin-tabanli-nubuk-deri-sneaker-25sfd6110v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek yeşil bağcıklı kalın tabanlı nubuk deri sneaker","Derimod","4999.99","3699.99","26.0","https://derimod.com.tr/products/erkek-bej-bagcikli-kalin-tabanli-nubuk-deri-sneaker-25sfd6110v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı deri sneaker","Derimod","3499.99","1999.99","42.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd707818","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı deri sneaker","Derimod","3999.99","2699.99","32.5","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-25sfd7000ft","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Kadın beyaz bağcıklı kalın tabanlı taşlı deri sneaker","Derimod","4249.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-tasli-deri-sneaker-26pfd220014-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/kadin-bronz-bagcikli-kalin-tabanli-sneaker-26pfe457314-5637145385","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-taba-bagcikli-kalin-tabanli-sneaker-26pfe145114-5637145364","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-sneaker-26pfe220114-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın kahverengi bağcıklı kalın tabanlı süet deri sneaker","Derimod","4999.99","","0.0","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-kalin-tabanli-suet-deri-sneaker-26pfd510310-5637145360","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı sneaker","Derimod","4249.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-sneaker-26pfd430114-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı sneaker","Derimod","4999.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-sneaker-26pfd430218-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın siyah bağcıklı kalın tabanlı sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-sneaker-26pfe220114-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı örgülü sneaker","Derimod","5249.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-orgulu-sneaker-26pfd430414-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı sneaker","Derimod","4249.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-sneaker-26pfd430614-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","5999.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26pfd3701ft-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","3249.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26pfd411118-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-sneaker-26pfe220114-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı süet deri sneaker","Derimod","4999.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-suet-deri-sneaker-26pfd510410-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın krem bağcıklı deri sneaker","Derimod","3249.99","","0.0","https://derimod.com.tr/products/kadin-krem-bagcikli-deri-sneaker-26pfd410518-5637158076","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı charmlı sneaker","Derimod","5999.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-charmli-sneaker-26pfe496114-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın kahverengi kalın tabanlı sneaker","Derimod","6999.99","","0.0","https://derimod.com.tr/products/kadin-bej-kalin-tabanli-sneaker-26pfe496314-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı süet sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-kalin-tabanli-suet-sneaker-26pfe145210-5637145360","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","5999.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26pfd370018-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı charmlı sneaker","Derimod","5499.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-charmli-sneaker-26pfe495814-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı örgülü sneaker","Derimod","5499.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-orgulu-sneaker-26pfd43036f-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın siyah bağcıklı kalın tabanlı deri sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-krem-bagcikli-kalin-tabanli-deri-sneaker-26pfd500518-5637158076","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5249.99","","0.0","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-26pfd290418-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın kahverengi bağcıklı kalın tabanlı süet sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-suet-sneaker-26pfe145210-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Derimod zero kadın bej kalın tabanlı kumaş sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/derimod-zero-kadin-siyah-kalin-tabanli-kumas-sneaker-26pfe49576f-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Derimod zero kadın siyah kalın tabanlı kumaş sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/derimod-zero-kadin-kalin-tabanli-kumas-sneaker-26pfe49576f-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej yandan fermuarlı bağcıklı kalın tabanlı sneaker","Derimod","4249.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-yandan-fermuarli-bagcikli-kalin-tabanli-sneaker-26pfe457114-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz yandan fermuarlı bağcıklı kalın tabanlı sneaker","Derimod","4249.99","","0.0","https://derimod.com.tr/products/kadin-bej-yandan-fermuarli-bagcikli-kalin-tabanli-sneaker-26pfe457114-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej kalın tabanlı sneaker","Derimod","6999.99","","0.0","https://derimod.com.tr/products/kadin-kahverengi-kalin-tabanli-sneaker-26pfe496314-5637343328","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın krem bağcıklı kalın tabanlı deri sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-deri-sneaker-26pfd500518-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın krem bağcıklı deri sneaker","Derimod","6499.99","","0.0","https://derimod.com.tr/products/kadin-taba-bagcikli-deri-sneaker-26pfd553014-5637145364","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı sneaker","Derimod","5999.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-sneaker-26pfd431414-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı süet deri sneaker","Derimod","5499.99","","0.0","https://derimod.com.tr/products/kadin-sari-bagcikli-suet-deri-sneaker-26pfd371110-5637164079","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı kalın tabanlı sneaker","Derimod","4999.99","","0.0","https://derimod.com.tr/products/kadin-beyaz-bagcikli-kalin-tabanli-sneaker-26pfd430518-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın siyah bağcıklı deri sneaker","Derimod","4999.99","","0.0","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-deri-sneaker-26pfd511014-5637145360","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Derimod zero kadın bej kalın tabanlı kumaş sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/derimod-zero-kadin-gri-kalin-tabanli-kumas-sneaker-26pfe49316f-5637145341","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı sneaker","Derimod","3999.99","","0.0","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-sneaker-26pfe457714-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı kalın tabanlı süet deri sneaker","Derimod","4999.99","3999.99","20.0","https://derimod.com.tr/products/kadin-taba-bagcikli-kalin-tabanli-suet-deri-sneaker-26pfd511210-5637145847","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın turuncu bağcıklı deri sneaker","Derimod","5499.99","3899.99","29.1","https://derimod.com.tr/products/kadin-yesil-bagcikli-deri-sneaker-26pfd431214-5637145396","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın mavi bağcıklı süet deri sneaker","Derimod","5499.99","3899.99","29.1","https://derimod.com.tr/products/kadin-sari-bagcikli-suet-deri-sneaker-26pfd371110-5637164079","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın gri bağcıklı süet deri sneaker","Derimod","5499.99","3849.99","30.0","https://derimod.com.tr/products/kadin-gri-bagcikli-suet-deri-sneaker-26pfd371310-5637145341","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej kalın tabanlı bağcıklı sneaker","Derimod","3749.99","","0.0","https://derimod.com.tr/products/kadin-siyah-kalin-tabanli-bagcikli-sneaker-26pfe145414-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı deri sneaker","Derimod","5249.99","3699.99","29.5","https://derimod.com.tr/products/kadin-beyaz-bagcikli-deri-sneaker-26pfd371514-5637145326","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın taba bağcıklı süet deri sneaker","Derimod","4749.99","3299.99","30.5","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-suet-deri-sneaker-26pfd420510-5637145360","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı deri sneaker","Derimod","3249.99","","0.0","https://derimod.com.tr/products/kadin-siyah-bagcikli-deri-sneaker-26pfd500718-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın bej bağcıklı süet deri sneaker","Derimod","3249.99","","0.0","https://derimod.com.tr/products/kadin-kahverengi-bagcikli-suet-deri-sneaker-26pfd410914-5637145360","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın kahverengi bağcıklı süet deri sneaker","Derimod","3249.99","","0.0","https://derimod.com.tr/products/kadin-bej-bagcikli-suet-deri-sneaker-26pfd410914-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın siyah bağcıklı kalın tabanlı sneaker","Derimod","2999.99","","0.0","https://derimod.com.tr/products/kadin-siyah-bagcikli-kalin-tabanli-sneaker-26pfe22036f-5637145339","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın beyaz bağcıklı sneaker","Derimod","4249.99","2999.99","29.4","https://derimod.com.tr/products/kadin-bej-bagcikli-sneaker-26pfe457214-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
"Kadın siyah bağcıklı kalın tabanlı sneaker","Derimod","3499.99","2449.99","30.0","https://derimod.com.tr/products/kadin-bej-bagcikli-kalin-tabanli-sneaker-26pfe145314-5637145330","Kadın Spor Ayakkabı","Derimod","2026-05-17T19:42:39"
